glfsd_stock_id,agency_stock_id,agency_code,_lake,state_prov,manUnit,grid_10min,location_primary,location_secondary,latitude,longitude,year,month,day,stock_method,species_code,_strain,yearclass,life_stage,age_months,_clip,clip_efficiency,phys_chem_mark,tag_type,cwt_number,tag_retention,mean_length_mm,total_weight_kg,stocking_mortality,lot_code,hatchery_abbrev,number_stocked,notes
202195284,,INDNR,MI,IN,IND,2704,East Chicago Marina,East Chicago,41.65501,-87.4368,2020,5,12,s,BNT,PLY,2020,sf,6,NO,,,,,,89,516,1,20UILBNT,MSFH,66000,
202195410,61625,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,43.95534245,-86.46166719,2020,3,30,b,BNT,WR,2019,y,12,,,,,,,161,773.2,1,P-BNT-WR-D-2018-OD-HA,,12833,Record speed for unloading fish without dealing with avian predator contact. No gulls were present.
202195411,61626,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,43.95534245,-86.46166719,2020,5,11,b,BNT,WR,2019,y,12,,,,,,,161,773.2,1,P-BNT-WR-D-2018-OD-HA,,12833,
202195412,61627,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,43.95534245,-86.46166719,2020,3,31,b,BNT,WR,2019,y,12,,,,,,,148,658,1,P-BNT-WR-D-2018-OD-HA,,12833,
202195413,61629,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,43.95534245,-86.46166719,2020,4,1,b,BNT,WR,2019,y,12,NO,,,,,,157,690,1,P-BNT-WR-D-2018-OD-HA,,12834,
202195414,61630,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,43.95534245,-86.46166719,2020,4,1,b,BNT,WR,2019,y,12,NO,,,,,,157,690,1,P-BNT-WR-D-2018-OD-HA,,12834,
202195421,61758,MIDNR,MI,MI,MM6,1211,Manistee,Manistee River,44.24728777,-86.33980661,2020,4,23,i,BNT,WR,2019,y,16,NO,,,,,,162,2044.4,1,P-BNT-WR-D-2018-OD-HA,,34020,
202195422,61764,MIDNR,MI,MI,MM5,1011,Coast Guard Station,Betsie River,44.62972338,-86.24401762,2020,4,27,s,BNT,WR,2019,y,16,NO,,,,,,159,1381.6,1,P-BNT-WR-D-2018-OD-HA,,24177,
202195459,61932,MIDNR,MI,MI,MM6,1211,Manistee,Manistee River,44.24728777,-86.33980661,2020,3,24,i,BNT,WR,2019,y,16,NO,,,,,,169,749.4,1,P-BNT-WR-D-18-OD,,11490,
202195460,61933,MIDNR,MI,MI,MM6,1211,Manistee,Manistee River,44.24728777,-86.33980661,2020,3,24,i,BNT,WR,2019,y,16,NO,,,,,,172,793.15,1,P-BNT-WR-D-18-OD,,11490,
202195461,61934,MIDNR,MI,MI,MM5,1011,Coast Guard Station,Betsie River,44.62972338,-86.24401762,2020,3,24,s,BNT,WR,2019,y,16,NO,,,,,,172,825.6,1,P-BNT-WR-D-18-OD,,11900,
202195462,61935,MIDNR,MI,MI,MM3,519,Petosky,Little Traverse Bay,45.37687008,-84.95909252,2020,3,31,s,BNT,WR,2019,y,16,NO,,,,,,171,748,1,P-BNT-WR-D-18-OD,,11000,Water very cold with slush ice present. Fish acting very lethargic.
202195463,61936,MIDNR,MI,MI,MM3,519,Petosky,Little Traverse Bay,45.37687008,-84.95909252,2020,3,31,s,BNT,WR,2019,y,16,NO,,,,,,171,224.6,1,P-BNT-WR-D-18-OD,,3300,
202195464,61937,MIDNR,MI,MI,MM3,519,Sheridan Road,Bear River,44.730926,-86.155893,2020,3,31,i,BNT,WR,2019,y,16,NO,,,,,,171,64.6,1,P-BNT-WR-D-18-OD,,950,
202195465,61939,MIDNR,MI,MI,MM5,912,,Platte Bay River Mouth,44.730926,-86.155893,2020,4,1,s,BNT,WR,2019,y,16,NO,,,,,,173,882.8,1,P-BNT-WR-D-18-OD,,12666,
202195466,61940,MIDNR,MI,MI,MM5,912,,Platte Bay River Mouth,44.730926,-86.155893,2020,4,1,s,BNT,WR,2019,y,16,NO,,,,,,173,882.8,1,P-BNT-WR-D-18-OD,,12666,
202195467,61941,MIDNR,MI,MI,MM5,912,,Platte Bay River Mouth,44.730926,-86.155893,2020,4,6,s,BNT,WR,2019,y,16,NO,,,,,,181,1032.8,1,P-BNT-WR-D-18-OD,,12668,
202195468,61942,MIDNR,MI,MI,MM5,1011,Coast Guard Station,Betsie River,44.62972338,-86.24401762,2020,4,6,s,BNT,WR,2019,y,16,NO,,,,,,181,970,1,P-BNT-WR-D-18-OD,,11900,
202195469,61943,MIDNR,MI,MI,MM5,813,,Glen Arbor,44.90154311,-85.98901031,2020,4,7,s,BNT,WR,2019,y,16,NO,,,,,,184,1016.8,1,P-BNT-WR-D-18-OD,,12000,
202195470,61944,MIDNR,MI,MI,MM5,813,,Glen Arbor,44.90154311,-85.98901031,2020,4,7,s,BNT,WR,2019,y,16,NO,,,,,,186,759.3,1,P-BNT-WR-D-18-OD,,8668,
202195471,62008,MIDNR,MI,MI,MM1,703,Menominee River Railroad Dock,Green Bay,45.096374,-87.591259,2020,5,5,s,BNT,WR,2019,y,16,NO,,,,,,188,990.8,1,P-BNT-WR-D-18-OD,,11000,
202195472,62009,MIDNR,MI,MI,MM1,703,Menominee River Railroad Dock,Green Bay,45.096374,-87.591259,2020,5,5,s,BNT,WR,2019,y,16,NO,,,,,,188,990.8,1,P-BNT-WR-D-18-OD,,11000,
202195473,62010,MIDNR,MI,MI,MM1,703,Menominee River Railroad Dock,Green Bay,45.096374,-87.591259,2020,5,5,s,BNT,WR,2019,y,16,NO,,,,,,188,990.8,1,P-BNT-WR-D-18-OD,,11000,
20200025,,INDNR,MI,IN,IND,2704,East Chicago Marina,East Chicago,41.65496,-87.43864,2019,4,10,s,BNT,PLY,2018,sf,4,,,,,,,,,99,18UILBNT,BOSFH,43000,Transfer from ILL DNR
20200134,43116,OMNR,HU,MI,MH2,1011,Baie Du Dore,Douglas Point,44.349,-81.5543,2019,10,25,s,BNT,UNKN,2019,y,,,,,,,,,,99,10793,PRIV-OMNR,3763,
20200142,43105,OMNR,HU,ON,OH3,1220,Baie Du Dore,Douglas Point,44.3489,-81.5543,2019,5,20,s,BNT,UNKN,2018,y,17,,,,,,,,,99,10791,PRIV-OMNR,600,
20200143,43106,OMNR,HU,ON,OH3,1220,Baie Du Dore,Douglas Point,44.3489,-81.5543,2019,5,20,s,BNT,WILD,2018,y,17,,,,,,,,,99,10795,PRIV-OMNR,600,
20200151,43100,OMNR,HU,ON,OH3,1220,Bruce Twp Con 12Invr,Douglas Point,44.3762,-81.5246,2019,4,16,s,BNT,UNKN,2018,y,16,,,,,,,,,99,10791,PRIV-OMNR,1275,
20200152,43113,OMNR,HU,ON,OH3,1320,Kincardine Dock,Kincardine,44.1773,-81.642,2019,10,25,s,BNT,UNKN,2019,y,10,,,,,,,,,99,10793,PRIV-OMNR,4000,
20200153,43114,OMNR,HU,ON,OH3,1320,Kincardine Dock,Kincardine,44.1773,-81.642,2019,10,25,s,BNT,UNKN,2019,y,10,,,,,,,,,99,10793,PRIV-OMNR,3775,
20200154,43115,OMNR,HU,ON,OH4,1419,Point Clark Shore,Point Clark,44.0736,-81.759,2019,10,25,s,BNT,UNKN,2019,y,10,,,,,,,,,99,10793,PRIV-OMNR,3784,
20200155,43117,OMNR,HU,ON,OH3,1220,Baie Du Dore,Douglas Point,44.3489,-81.5543,2019,10,25,s,BNT,UNKN,2019,y,10,,,,,,,,,99,10793,PRIV-OMNR,4000,
20200156,43118,OMNR,HU,ON,OH3,1220,Baie Du Dore,Douglas Point,44.3489,-81.5543,2019,10,25,s,BNT,UNKN,2019,y,10,,,,,,,,,99,10793,PRIV-OMNR,3600,
20200157,43119,OMNR,HU,ON,OH3,1220,Baie Du Dore,Douglas Point,44.3489,-81.5543,2019,10,25,s,BNT,UNKN,2019,y,10,,,,,,,,,99,10793,PRIV-OMNR,3504,
20200158,43120,OMNR,HU,ON,OH3,1220,Bruce Twp Con 12Invr,Douglas Point,44.3762,-81.5246,2019,10,25,s,BNT,UNKN,2019,y,10,,,,,,,,,99,10793,PRIV-OMNR,4000,
20200159,43121,OMNR,HU,ON,OH3,1121,Southampton Dock,Saugeen River,44.5012,-81.3733,2019,10,25,s,BNT,UNKN,2019,y,10,,,,,,,,,99,10793,PRIV-OMNR,3000,
20200160,43122,OMNR,HU,ON,GB2,923,Barrow Bay,Lions Head,44.9666,-81.1833,2019,10,26,s,BNT,UNKN,2019,y,10,,,,,,,,,99,10793,PRIV-OMNR,4013,
20200161,43123,OMNR,HU,ON,GB4,1023,Colpoys Bay Dock,Colpoys Bay,44.7793,-81.1224,2019,7,31,s,BNT,UNKN,2019,f,7,,,,,,,,,99,10794,PRIV-OMNR,30555,
20200162,43149,OMNR,HU,ON,GB4,1127,Thornbury Dock,Mary Ward,44.5668,-80.4508,2019,11,2,s,BNT,WILD,2019,a,21,,,,,,,,,99,10796,PRIV-OMNR,2000,
20200163,43150,OMNR,HU,ON,GB4,1127,Thornbury Dock,Mary Ward,44.5668,-80.4508,2019,11,2,s,BNT,UNKN,2019,a,21,,,,,,,,,99,10792,PRIV-OMNR,3120,
20200164,43151,OMNR,HU,ON,GB4,1128,Collingwood Harbour,Mary Ward,44.5091,-80.226,2019,11,2,s,BNT,WILD,2019,a,21,,,,,,,,,99,10796,PRIV-OMNR,3800,
20200165,43152,OMNR,HU,ON,GB4,1128,Collingwood Harbour,Mary Ward,44.5091,-80.226,2019,11,2,s,BNT,UNKN,2019,a,21,,,,,,,,,99,10792,PRIV-OMNR,2640,
20200166,43153,OMNR,HU,ON,GB4,1128,Collingwood Harbour,Mary Ward,44.5091,-80.226,2019,11,2,s,BNT,UNKN,2019,a,21,,,,,,,,,99,10792,PRIV-OMNR,2100,
20200167,43154,OMNR,HU,ON,GB4,1128,Collingwood,Mary Ward,44.5077,-80.2179,2019,11,1,s,BNT,UNKN,2019,a,21,,,,,,,,,99,10792,PRIV-OMNR,2310,
20200168,43155,OMNR,HU,ON,GB4,1128,Collingwood,Mary Ward,44.5077,-80.2179,2019,11,1,s,BNT,UNKN,2019,a,21,,,,,,,,,99,10792,PRIV-OMNR,2480,
20200197,43103,OMNR,HU,ON,OH3,1220,Bruce Twp Con 12Invr,Douglas Point,44.3762,-81.5246,2019,4,25,s,BNT,UNKN,2018,y,16,,,,,,,,,99,10791,PRIV-OMNR,1275,
20200198,43104,OMNR,HU,ON,OH3,1220,Bruce Twp Con 12Invr,Douglas Point,44.3762,-81.5246,2019,4,25,s,BNT,UNKN,2018,y,16,,,,,,,,,99,10791,PRIV-OMNR,1275,
20200199,43110,OMNR,HU,ON,OH3,1220,Baie Du Dore,Douglas Point,44.3489,-81.5543,2019,5,22,s,BNT,UNKN,2018,y,17,,,,,,,,,99,10791,PRIV-OMNR,800,
20200200,43111,OMNR,HU,ON,OH3,1320,Inverhuron Bay,Douglas Point,44.2873,-81.5928,2019,5,26,s,BNT,UNKN,2018,y,17,,,,,,,,,99,10791,PRIV-OMNR,803,
20200201,43112,OMNR,HU,ON,OH3,1320,Inverhuron Bay,Douglas Point,44.2873,-81.5928,2019,5,25,s,BNT,UNKN,2018,y,17,,,,,,,,,99,10791,PRIV-OMNR,750,
20200204,42504,OMNR,HU,ON,OH3,1221,,Port Elgin,44.4423,-81.4048,2019,4,18,s,BNT,GAN,2017,a,29,,,,,,,,,99,371,CWC,501,
20200329,42146,OMNR,ON,ON,OO1,805,,Port Dalhousie East,43.2066115,-79.26339503,2019,3,20,s,BNT,GAN,2018,y,14,,,,,,,,,99,381,CWC,21187,
20200330,42147,OMNR,ON,ON,OO1,805,,Port Dalhousie East,43.2066115,-79.26339503,2019,3,21,s,BNT,GAN,2018,y,14,,,,,,,,,99,381,CWC,20054,
20200331,42148,OMNR,ON,ON,OO1,702,,Bronte Harbour,43.39362367,-79.70648842,2019,3,25,s,BNT,GAN,2018,y,14,,,,,,,,,99,381,CWC,22225,
20200332,42149,OMNR,ON,ON,OO1,702,,Bronte Harbour,43.39362367,-79.70648842,2019,3,29,s,BNT,GAN,2018,y,14,,,,,,,,,99,381,CWC,20184,
20200333,42150,OMNR,ON,ON,OO1,603,,Lakefront Promenade,43.56478467,-79.56180684,2019,4,1,s,BNT,GAN,2018,y,15,,,,,,,,,99,381,CWC,20012,
20200334,42151,OMNR,ON,ON,OO1,604,,Humber Bay Park,43.62031967,-79.47890694,2019,4,2,s,BNT,GAN,2018,y,15,,,,,,,,,99,381,CWC,20179,
20200335,42152,OMNR,ON,ON,OO1,702,,Bronte Harbour,43.39362367,-79.70648842,2019,4,3,s,BNT,GAN,2018,y,15,,,,,,,,,99,381,CWC,14042,
20200336,42153,OMNR,ON,ON,OO3,417,,Athol Bay,43.89812827,-77.25772003,2019,4,5,s,BNT,GAN,2018,y,15,,,,,,,,,99,381,CWC,22861,
20200337,42162,OMNR,ON,ON,OO3,417,,Athol Bay,43.89812827,-77.25772003,2019,4,9,s,BNT,GAN,2018,y,15,,,,,,,,,99,381,CWC,18977,
20200364,43251,OMNR,ON,ON,OO4,220,,Finkle'S Shore Ramp,44.17158349,-76.78918451,2019,6,25,s,BNT,WILD,2016,sf,6,,,,,,,,,99,,SPH,35000,
20200382,43253,OMNR,ON,ON,OO2,506,,Frenchman'S Bay,43.81327222,-79.08874695,2019,11,11,s,BNT,GAN,2019,ff,11,,,,,,,,,99,,RWC,30000,
20200477,,ILDNR,MI,IL,ILL,2703,Calumet Harbor,Chicago,41.72125,-87.52482,2019,7,10,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,10038,
20200478,,ILDNR,MI,IL,ILL,2703,Jackson Park Inner Harbor,Chicago,41.77771,-87.57857,2019,7,10,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,10037,
20200479,,ILDNR,MI,IL,ILL,2603,31St Harbor,Chicago,41.83802,-87.60619,2019,7,10,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,10025,
20200480,,ILDNR,MI,IL,ILL,2603,Burnham Harbor,Chicago,41.86039,-87.61236,2019,7,10,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,10025,
20200481,,ILDNR,MI,IL,ILL,2603,Diversey Harbor,Chicago,41.93084,-87.63509,2019,7,11,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,10050,
20200482,,ILDNR,MI,IL,ILL,2603,Belmont Harbor,Chicago,41.94788,-87.64195,2019,7,11,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,10050,
20200483,,ILDNR,MI,IL,ILL,2603,Montrose Harbor,Chicago,41.96229,-87.64148,2019,7,11,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,10047,
20200484,,ILDNR,MI,IL,ILL,2503,Dawes Park,Evanston,42.04555,-87.67233,2019,7,11,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,10048,
20200485,,ILDNR,MI,IL,ILL,2603,Belmont Harbor,Chicago,41.94788,-87.64195,2019,7,16,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,13425,
20200486,,ILDNR,MI,IL,ILL,2402,Launch Ramp,Highland Park,42.19042,-87.7869,2019,7,16,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,13425,
20200487,,ILDNR,MI,IL,ILL,2302,South Harbor,Waukegan,42.35941,-87.82382,2019,7,16,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,12525,
20200488,,ILDNR,MI,IL,ILL,2302,North Point Marina,Winthrop Harbor,42.58964,-87.80378,2019,7,16,s,BNT,PLY,2019,suf,7,,,,,,,,,99,,JWMFH,12525,
20200605,,PAFBC,ER,PA,PENN,521,,Cascade Creek,42.0736,-80.0647,2019,4,12,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,600,
20200606,,PAFBC,ER,PA,PENN,521,,Cascade Creek,42.0736,-80.0647,2019,4,16,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,500,
20200607,,PAFBC,ER,PA,PENN,718,,Conneaut Creek,41.5425,-80.311,2019,4,12,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,2570,
20200608,,PAFBC,ER,PA,PENN,718,,Conneaut Creek,41.5425,-80.311,2019,4,12,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,30,
20200609,,PAFBC,ER,PA,PENN,718,,Conneaut Creek,41.5425,-80.311,2019,5,15,s,BNT,UNKN,2017,a,17,,,,,,,,,99,,COSFH,1785,
20200610,,PAFBC,ER,PA,PENN,718,,Conneaut Creek,41.5425,-80.311,2019,5,15,s,BNT,UNKN,2017,a,17,,,,,,,,,99,,COSFH,15,
20200611,,PAFBC,ER,PA,PENN,718,,Crooked Creek,42.002,-80.2617,2019,4,12,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,1300,
20200612,,PAFBC,ER,PA,PENN,718,,Crooked Creek,42.002,-80.2617,2019,4,22,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,1500,
20200613,,PAFBC,ER,PA,PENN,619,,Elk Creek,42.0127,-80.2221,2019,4,22,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,3500,
20200614,,PAFBC,ER,PA,PENN,619,,Elk Creek,42.0127,-80.2221,2019,4,22,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,1100,
20200615,,PAFBC,ER,PA,PENN,619,,Elk Creek,42.0127,-80.2221,2019,4,12,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,3600,
20200616,,PAFBC,ER,PA,PENN,619,,Elk Creek,42.0127,-80.2221,2019,4,12,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,1000,
20200617,,PAFBC,ER,PA,PENN,619,,Elk Creek,42.0127,-80.2221,2019,4,22,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,1100,
20200618,,PAFBC,ER,PA,PENN,619,,Elk Creek,42.0127,-80.2221,2019,4,12,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,2100,
20200619,,PAFBC,ER,PA,PENN,523,,Twentymile Creek,42.1546,-79.4705,2019,4,23,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,800,
20200620,,PAFBC,ER,PA,PENN,523,,Twentymile Creek,42.1546,-79.4705,2019,4,12,s,BNT,UNKN,2017,a,16,,,,,,,,,99,,COSFH,700,
20200621,,PAFBC,ER,PA,PENN,621,,Lake Erie,45.14,-80.1,2019,5,3,s,BNT,UNKN,2018,y,17,,,,,,,,,99,,COSFH,2100,
20200622,,PAFBC,ER,PA,PENN,621,,Lake Erie,45.14,-80.1,2019,5,1,s,BNT,UNKN,2018,y,17,,,,,,,,,99,,COSFH,3500,
20200623,,PAFBC,ER,PA,PENN,621,,Lake Erie,45.14,-80.1,2019,5,1,s,BNT,UNKN,2018,y,17,,,,,,,,,99,,COSFH,3500,
20200624,,PAFBC,ER,PA,PENN,621,,Lake Erie,45.14,-80.1,2019,5,2,s,BNT,UNKN,2018,y,17,,,,,,,,,99,,COSFH,2900,
20200625,,PAFBC,ER,PA,PENN,522,,Twelvemile Creek,42.1242,-79.5455,2019,4,9,s,BNT,UNKN,2018,y,16,,,,,,,,,99,,FFCS,2500,
20200626,,PAFBC,ER,PA,PENN,522,,Twelvemile Creek,42.1242,-79.5455,2019,4,9,s,BNT,UNKN,2018,y,16,,,,,,,,,99,,FFCS,2500,
20200627,,PAFBC,ER,PA,PENN,620,,Trout Run,42.0332,-80.1623,2019,3,11,s,BNT,UNKN,2018,y,15,,,,,,,,,99,,FFCS,3600,
20200628,,PAFBC,ER,PA,PENN,620,,Trout Run,42.0332,-80.1623,2019,3,18,s,BNT,UNKN,2018,y,15,,,,,,,,,99,,FFCS,3600,
20200629,,PAFBC,ER,PA,PENN,620,,Trout Run,42.0332,-80.1623,2019,3,18,s,BNT,UNKN,2018,y,15,,,,,,,,,99,,FFCS,3600,
20200630,,PAFBC,ER,PA,PENN,620,,Trout Run,42.0332,-80.1623,2019,3,18,s,BNT,UNKN,2018,y,15,,,,,,,,,99,,FFCS,2700,
20200631,,PAFBC,ER,PA,PENN,522,,Fourmile Creek,42.0936,-80.015,2019,3,18,s,BNT,UNKN,2018,y,15,,,,,,,,,99,,FFCS,6955,
20200632,,PAFBC,ER,PA,PENN,523,,Sixteenmile Creek,42.1435,-79.4957,2019,4,10,s,BNT,UNKN,2018,y,16,,,,,,,,,99,,FFCS,2438,
20200633,,PAFBC,ER,PA,PENN,523,,Sixteenmile Creek,42.1435,-79.4957,2019,4,10,s,BNT,UNKN,2018,y,16,,,,,,,,,99,,FFCS,2438,
20200634,,PAFBC,ER,PA,PENN,522,,Eightmile Creek,42.1127,-79.5744,2019,4,8,s,BNT,UNKN,2018,y,16,,,,,,,,,99,,FFCS,2500,
20200635,,PAFBC,ER,PA,PENN,522,,Eightmile Creek,42.1127,-79.5744,2019,4,8,s,BNT,UNKN,2018,y,16,,,,,,,,,99,,FFCS,2500,
20200637,,PAFBC,ER,PA,PENN,521,,Presque Isle Bay,45.14,-80.1,2019,3,28,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,SONS,300,Stocked by PAFBC-NGO
20200638,,PAFBC,ER,PA,PENN,521,,Presque Isle Bay,45.14,-80.1,2019,5,6,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,SONS,250,Stocked by PAFBC-NGO
20200641,,PAFBC,ER,PA,PENN,621,,Lake Erie,45.14,-80.1,2019,5,15,s,BNT,UNKN,2018,a,13,,,,,,,,,99,,,37615,Stocked by PAFBC-NGO
20200642,,PAFBC,ER,PA,PENN,718,,Temple Creek,41.97,-80.54,2019,4,12,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,,3000,Stocked by PAFBC-NGO
20200643,,PAFBC,ER,PA,PENN,718,,Temple Creek,41.97,-80.54,2019,4,27,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,,3000,Stocked by PAFBC-NGO
20200644,,PAFBC,ER,PA,PENN,718,,Temple Creek,41.97,-80.54,2019,5,18,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,,2500,Stocked by PAFBC-NGO
20200645,,PAFBC,ER,PA,PENN,718,,Temple Creek,41.97,-80.54,2019,6,1,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,,800,Stocked by PAFBC-NGO
20200646,,PAFBC,ER,PA,PENN,522,,Fourmile Creek,42.0936,-80.015,2019,4,1,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,,500,Stocked by PAFBC-NGO
20200647,,PAFBC,ER,PA,PENN,522,,Sevenmile Creek,42.1057,-79.5852,2019,4,1,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,,7500,Stocked by PAFBC-NGO
20200648,,PAFBC,ER,PA,PENN,522,,Twelvemile Creek,42.1242,-79.5455,2019,4,1,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,,4500,Stocked by PAFBC-NGO
20200649,,PAFBC,ER,PA,PENN,523,,Sixteenmile Creek,42.1435,-79.4957,2019,4,1,s,BNT,UNKN,2018,a,17,,,,,,,,,99,,,3000,Stocked by PAFBC-NGO
20200794,,MIDNR,MI,MI,MM5,912,,Platte Bay River Mouth,,,2019,4,2,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10036,
20200795,,MIDNR,MI,MI,MM5,912,,Platte Bay River Mouth,,,2019,4,2,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10800,
20200796,,MIDNR,MI,MI,MM5,912,,Platte Bay River Mouth,,,2019,4,2,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10000,
20200797,,MIDNR,MI,MI,MM5,912,,Platte Bay River Mouth,,,2019,4,3,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,9164,
20200798,,MIDNR,MI,MI,MM5,813,,Glen Arbor,,,2019,4,3,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10000,
20200799,,MIDNR,MI,MI,MM5,813,,Glen Arbor,,,2019,4,3,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10000,
20200800,,MIDNR,MI,MI,MM3,519,Petoskey,Little Traverse Bay,,,2019,4,4,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10000,
20200801,,MIDNR,MI,MI,MM3,519,Petoskey,Little Traverse Bay,,,2019,4,4,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,5000,
20200802,,MIDNR,MI,MI,MM3,519,Sheridan Road,Bear River,,,2019,4,4,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,1000,
20200819,,MIDNR,MI,MI,MM5,1011,Coast Guard Station,Betsie River,,,2019,4,10,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10588,
20200820,,MIDNR,MI,MI,MM5,1011,Coast Guard Station,Betsie River,,,2019,4,10,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10588,
20200821,,MIDNR,MI,MI,MM5,1011,Coast Guard Station,Betsie River,,,2019,4,10,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10588,
20200825,,MIDNR,MI,MI,MM6,1211,Manistee,Manistee River,,,2019,4,12,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-2017-OD-HA,,17897,
20200826,,MIDNR,MI,MI,MM6,1211,Manistee,Manistee River,,,2019,4,12,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-2017-OD-HA,,17896,
20200827,,MIDNR,MI,MI,MM6,1211,Manistee,Manistee River,,,2019,4,12,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-2017-OD-HA,,17897,
20200831,,MIDNR,MI,MI,MM5,1011,Coast Guard Station,Betsie River,,,2019,4,15,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,10397,
20200833,,MIDNR,MI,MI,MM6,1211,Manistee,Manistee River,,,2019,4,15,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,6295,
20200834,,MIDNR,MI,MI,MM5,1011,Coast Guard Station,Betsie River,,,2019,4,15,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-17-OD,,2599,
20200851,,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,,,2019,4,19,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-2017-OD-HA,,16200,
20200852,,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,,,2019,4,19,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-2017-OD-HA,,16200,
20200853,,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,,,2019,4,19,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-2017-OD-HA,,16200,
20200859,,MIDNR,MI,MI,MM5,1011,Coast Guard Station,Betsie River,,,2019,4,24,u,BNT,SR,2018,y,,,,,,,,,,99,P-BNT-SR-D-2017-OD-HA,,7000,
20200866,,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,,,2019,4,26,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-2017-OD-HA,,16200,
20200867,,MIDNR,MI,MI,MM6,1410,Ludington Car Ferry,Ludington Harbor,,,2019,4,26,u,BNT,WR,2018,y,,,,,,,,,,99,P-BNT-WR-D-2017-OD-HA,,16200,
