glfsd_stock_id,agency_stock_id,agency_code,_lake,state_prov,manUnit,grid_10min,location_primary,location_secondary,latitude,longitude,year,month,day,stock_method,species_code,_strain,yearclass,life_stage,age_months,_clip,clip_efficiency,phys_chem_mark,tag_type,cwt_number,tag_retention,mean_length_mm,total_weight_kg,stocking_mortality,lot_code,hatchery_abbrev,number_stocked,notes
33725,,WIDNR,MI,WI,WM,1004,,Ahnapee River Algoma Harbor,,,2004,3,24,u,BNT,SEE,2003,y,,,,,,,,145,516,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,15840,WR # 18
33727,,WIDNR,MI,WI,WM,1004,,Ahnapee River Algoma Harbor,,,2004,10,18,u,BNT,WR,2004,ff,,,,,,,,178,707,1,,,10941,
33728,,WIDNR,MI,WI,WM,1004,,Ahnapee River Algoma Harbor,,,2004,9,15,u,BNT,WR,2004,ff,,,,,,,,171,443,1,,,7255,
33729,,WIDNR,MI,WI,WM,1004,,Ahnapee River Algoma Harbor,,,2004,3,16,u,BNT,WR,2003,y,,,,,,,,188,792,1,I21-WR-D-2003-WR-WR-WR-WR-(NV-LP),,10485,
33730,,WIDNR,MI,WI,WM,1004,,Ahnapee River Algoma Harbor,,,2004,3,18,u,BNT,WR,2003,y,,,,,,,,178,669,1,I21-WR-D-2003-WR-WR-WR-WR-(NV-LP),,10495,
33747,,WIDNR,MI,WI,WM,1104,,Hwy E Bridge,,,2004,3,29,u,BNT,SEE,2003,y,,ADRP,,,,,,188,670,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,10064,WR # 20
33748,,WIDNR,MI,WI,WM,1104,,Hwy E Bridge,,,2004,3,30,u,BNT,SEE,2003,y,,ADRP,,,,,,183,670,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,10581,WR # 21
33749,,WIDNR,MI,WI,WM,1104,,Hwy E Bridge,,,2004,4,1,u,BNT,SEE,2003,y,,ADRP,,,,,,185,701,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,10997,WR # 23
33752,,WIDNR,MI,WI,WM,1104,,Kewaunee Harbor Behind Police Station,,,2004,9,14,u,BNT,WR,2004,ff,,,,,,,,171,1029,1,,,18194,CORMORANTS PRESENT AND FEEDING
33763,,WIDNR,MI,WI,WM,1303,,Two Rivers Harbor (Coast Guard),,,2004,4,1,u,BNT,SC,2003,y,,,,,,,,201,575,1,I21-SC-D-2003-SC-SC-SC-SC-BR-BR,,7750,
33764,,WIDNR,MI,WI,WM,1303,,Two Rivers Harbor (Coast Guard),,,2004,3,31,u,BNT,SC,2003,y,,,,,,,,201,615,1,I21-SC-D-2003-SC-SC-SC-SC-BR-BR,,7749,SPLIT LOAD WITH MANITOWOC
33765,,WIDNR,MI,WI,WM,1303,,Two Rivers Harbor (Coast Guard),,,2004,10,19,u,BNT,WR,2004,ff,,,,,,,,178,362,1,,,5600,
33766,,WIDNR,MI,WI,WM,1303,,Two Rivers Harbor (Coast Guard),,,2004,10,18,u,BNT,WR,2004,ff,,,,,,,,178,814,1,,,12600,
33777,,WIDNR,MI,WI,WM,1303,,Manitowoc River Across From Submarine,,,2004,2,26,u,BNT,SEE,2003,y,,,,,,,,165,679,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,14548,WR # 10
33779,,WIDNR,MI,WI,WM,1303,,Manitowoc River Across From Submarine,,,2004,3,31,u,BNT,SC,2003,y,,,,,,,,201,222,1,I21-SC-D-2003-SC-SC-SC-SC-BR-BR,,2800,SPLIT LOAD WITH TWO RIVERS
33780,,WIDNR,MI,WI,WM,1303,,Manitowoc River Across From Submarine,,,2004,10,19,u,BNT,WR,2004,ff,,,,,,,,178,1176,1,,,18200,
33785,,WIDNR,MI,WI,WM,1303,,W. Twin River Hwy Vv Boat Landing,,,2004,3,9,u,BNT,SEE,2003,y,,,,,,,,163,705,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,15500,WR # 13
33788,,WIDNR,MI,WI,WM,703,,Green  Bay (Little  River Mouth),,,2004,9,20,u,BNT,WR,2004,ff,,,,,,,,173,302,1,,,5000,
33789,,WIDNR,MI,WI,WM,703,,Green  Bay (Little  River Mouth),,,2004,9,22,u,BNT,WR,2004,ff,,,,,,,,175,311,1,,,5000,
33790,,WIDNR,MI,WI,WM,703,,Green  Bay (Little  River Mouth),,,2004,9,23,u,BNT,WR,2004,ff,,,,,,,,178,175,1,,,2740,
33803,,WIDNR,MI,WI,WM,703,,Menomonee River (Coal Yard),,,2004,3,8,u,BNT,SEE,2003,y,,ADRP,,,,,,160,395,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,9786,WR # 12
33804,,WIDNR,MI,WI,WM,703,,Menomonee River (Coal Yard),,,2004,3,11,u,BNT,SEE,2003,y,,ADRP,,,,,,170,437,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,9177,WR # 14
33805,,WIDNR,MI,WI,WM,703,,Menomonee River (Coal Yard),,,2004,3,16,u,BNT,SEE,2003,y,,ADRP,,,,,,173,499,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,10001,WR # 16
33807,,WIDNR,MI,WI,WM,703,,Menomonee River (Coal Yard),,,2004,11,2,u,BNT,WR,2004,ff,,,,,,,,178,25,1,,,357,
33808,,WIDNR,MI,WI,WM,703,,Menomonee River (Coal Yard),,,2004,9,23,u,BNT,WR,2004,ff,,,,,,,,175,572,1,,,9100,
33809,,WIDNR,MI,WI,WM,703,,Menominee River Mouth Michigan Boat Landing,,,2004,5,3,u,BNT,WR,2003,y,,,,,,,,234,611,1,I21-WR-D-2003-WR-WR-WR-WR-WR,,3649,WR # 42
33818,,WIDNR,MI,WI,WM,803,,Peshtigo River  Co Bb - Town Shop,,,2004,9,20,u,BNT,WR,2004,ff,,,,,,,,173,549,1,,,9099,
33819,,WIDNR,MI,WI,WM,803,,Peshtigo River  Co Bb - Town Shop,,,2004,9,22,u,BNT,WR,2004,ff,,,,,,,,178,579,1,,,9100,
33820,,WIDNR,MI,WI,WM,803,,Peshtigo River Harbor Road,,,2004,10,27,u,BNT,WR,2004,ff,,,,,,,,183,379,1,,,4241,WR # 110
33821,,WIDNR,MI,WI,WM,803,,Peshtigo River  Co Bb - Town Shop,,,2004,3,19,u,BNT,WR,2003,y,,,,,,,,229,814,1,I21-WR-D-2003-WR-WR-WR-WR-WR,,6388,WR # 17
33822,,WIDNR,MI,WI,WM,803,,Peshtigo River  Co Bb - Town Shop,,,2004,4,5,u,BNT,WR,2003,y,,,,,,,,226,814,1,I21-WR-D-2003-WR-WR-WR-WR-WR,,6480,WR # 24
33823,,WIDNR,MI,WI,WM,803,,Peshtigo River  Co Bb - Town Shop,,,2004,4,22,u,BNT,WR,2003,y,,,,,,,,234,860,1,I21-WR-D-2003-WR-WR-WR-WR-WR,,4848,WR # 35
33826,,WIDNR,MI,WI,WM,2002,,Lake Micigan At Bender Park,,,2004,3,23,u,BNT,SC,2003,y,,,,,,,,244,543,1,I21-SC--D-2003-SC-SC-NV-NV-NV,,3456,
33827,,WIDNR,MI,WI,WM,2002,,Lake Micigan At Bender Park,,,2004,3,24,u,BNT,SC,2003,y,,,,,,,,239,569,1,I21-SC--D-2003-SC-SC-NV-NV-NV,,3825,
33828,,WIDNR,MI,WI,WM,2002,,Lake Micigan At Bender Park,,,2004,8,18,u,BNT,WR,2004,suf,,,,,,,,152,1031,1,,,21441,
33833,,WIDNR,MI,WI,WM,1901,,Erie Street Ops  Site,,,2004,2,16,u,BNT,SEE,2003,y,,,,,,,,175,500,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,8725,WR #6
33834,,WIDNR,MI,WI,WM,1901,,Pieces Of Eight,,,2004,2,12,u,BNT,SEE,2003,y,,,,,,,,163,912,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,18275,WR #5
33835,,WIDNR,MI,WI,WM,1901,,Pieces Of Eight,,,2004,3,25,u,BNT,SC,2003,y,,,,,,,,241,416,1,I21-SC--D-2003-SC-SC-NV-NV-NV,,2710,
33836,,WIDNR,MI,WI,WM,1901,,Pieces Of Eight,,,2004,9,23,u,BNT,WR,2004,ff,,,,,,,,191,591,1,,,7174,
33837,,WIDNR,MI,WI,WM,1901,,Pieces Of Eight,,,2004,9,23,u,BNT,WR,2004,ff,,,,,,,,180,588,1,,,8190,
33838,,WIDNR,MI,WI,WM,1901,,Pieces Of Eight,,,2004,3,16,u,BNT,WR,2003,y,,,,,,,,188,1019,1,I21-WR-D-2003-WR-WR-WR-WR-(NV-LP),,12720,
33849,,WIDNR,MI,WI,WM,802,,Green Bay -  (Oconto Park Ii),,,2004,9,21,u,BNT,WR,2004,ff,,,,,,,,175,567,1,,,9100,
33850,,WIDNR,MI,WI,WM,802,,Green Bay -  (Oconto Park Ii),,,2004,9,28,u,BNT,WR,2004,ff,,,,,,,,178,588,1,,,9100,
33855,,WIDNR,MI,WI,WM,802,,Oconto River (Iron Bridge - Stiles),,,2004,2,5,u,BNT,SEE,2003,y,,,,,,,,173,679,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,12450,WR # 2
33856,,WIDNR,MI,WI,WM,802,,Oconto River (Iron Bridge - Stiles),,,2004,2,10,u,BNT,SEE,2003,y,,,,,,,,178,135,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,2948,WR #3
33857,,WIDNR,MI,WI,WM,802,,Oconto River (Iron Bridge - Stiles),,,2004,2,10,u,BNT,SEE,2003,y,,,,,,,,178,489,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,8000,WR #3   PESHTIGO RIVER QUOTA
33859,,WIDNR,MI,WI,WM,802,,Oconto River (Breakwater),,,2004,4,7,u,BNT,SC,2003,y,,,,,,,,201,758,1,I21-SC-D-2003-SC-SC-SC-SC-BR-BR,,10000,
33860,,WIDNR,MI,WI,WM,802,,Oconto River (Breakwater),,,2004,4,7,u,BNT,SC,2003,y,,,,,,,,201,450,1,I21-SC-D-2003-SC-SC-SC-SC-BR-BR,,5940,
33861,,WIDNR,MI,WI,WM,802,,Oconto River (Breakwater),,,2004,9,28,u,BNT,WR,2004,ff,,,,,,,,178,243,1,,,3650,
33862,,WIDNR,MI,WI,WM,802,,Oconto River (Breakwater),,,2004,9,27,u,BNT,WR,2004,ff,,,,,,,,175,151,1,,,2500,
33863,,WIDNR,MI,WI,WM,802,,Oconto River (Breakwater),,,2004,9,23,u,BNT,WR,2004,ff,,,,,,,,178,159,1,,,2500,
33864,,WIDNR,MI,WI,WM,802,,Oconto River (Breakwater),,,2004,9,21,u,BNT,WR,2004,ff,,,,,,,,178,324,1,,,5000,
33865,,WIDNR,MI,WI,WM,802,,Oconto River ( Holtwood Park ),,,2004,9,29,u,BNT,WR,2004,ff,,,,,,,,188,971,1,,,12938,
33866,,WIDNR,MI,WI,WM,802,,Oconto River ( Holtwood Park ),,,2004,10,19,u,BNT,WR,2004,ff,,,,,,,,178,122,1,,,1620,
33872,,WIDNR,MI,WI,WM,1701,,Port Washington Harbor Boat Ramp,,,2004,2,19,u,BNT,SEE,2003,y,,,,,,,,170,892,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,21845,WR #9
33873,,WIDNR,MI,WI,WM,1701,,Port Washington Harbor Boat Ramp,,,2004,2,24,u,BNT,SC,2003,y,,,,,,,,224,194,1,I21-SC-D-2003-SC-SC-SC-SC-NV,,1541,
33874,,WIDNR,MI,WI,WM,1701,,Port Washington Harbor Boat Ramp,,,2004,2,24,u,BNT,SC,2003,y,,,,,,,,213,1645,1,I21-SC--D-2003-SC-SC-NV-NV-NV,,14904,
33875,,WIDNR,MI,WI,WM,1701,,Port Washington Harbor Boat Ramp,,,2004,9,20,u,BNT,WR,2004,ff,,,,,,,,180,1173,1,,,16637,
33876,,WIDNR,MI,WI,WM,1701,,Port Washington Harbor Boat Ramp,,,2004,9,22,u,BNT,WR,2004,ff,,,,,,,,196,1184,1,,,14842,
33877,,WIDNR,MI,WI,WM,1701,,Port Washington Harbor Boat Ramp,,,2004,10,20,u,BNT,WR,2004,ff,,,,,,,,178,769,1,,,11050,
33885,,WIDNR,MI,WI,WM,2102,,Lake Michigan Racine Harbor Boat Ramp,,,2004,9,30,u,BNT,WR,2004,ff,,,,,,,,191,1041,1,,,11402,
33886,,WIDNR,MI,WI,WM,2102,,Lake Michigan Racine Harbor Boat Ramp,,,2004,10,4,u,BNT,WR,2004,ff,,,,,,,,188,1108,1,,,12960,
33894,,WIDNR,MI,WI,WM,2102,,Root River @ 5Th St Yacht Club,,,2004,4,12,u,BNT,SEE,2003,y,,ADRP,,,,,,180,588,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,9555,WR #26
33895,,WIDNR,MI,WI,WM,2102,,Root River @ 5Th St Yacht Club,,,2004,4,15,u,BNT,SEE,2003,y,,ADRP,,,,,,185,554,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,9000,WR #29
33896,,WIDNR,MI,WI,WM,2102,,Root River @ 5Th St Yacht Club,,,2004,4,19,u,BNT,SEE,2003,y,,ADRP,,,,,,178,489,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,7992,WR #33
33899,,WIDNR,MI,WI,WM,2102,,Root River @ 5Th St Yacht Club,,,2004,10,5,u,BNT,WR,2004,ff,,,,,,,,183,724,1,,,8160,
33900,,WIDNR,MI,WI,WM,2102,,Root River @ 5Th St Yacht Club,,,2004,3,16,u,BNT,WR,2003,y,,,,,,,,188,633,1,I21-WR-D-2003-WR-WR-WR-WR-(NV-LP),,7000,
33901,,WIDNR,MI,WI,WM,2102,,Root River @ 5Th St Yacht Club,,,2004,3,17,u,BNT,WR,2003,y,,,,,,,,193,1174,1,I21-WR-D-2003-WR-WR-WR-WR-(NV-LP),,14254,
33907,,WIDNR,MI,WI,WM,1502,,Sheboygan Harbor Deland Park  Boat Ramp Ops  Site,,,2004,3,15,u,BNT,SEE,2003,y,,,,,,,,152,794,1,I21-SF-F-2003-MI-WR-WR-WR-WR,,23257,WR #15
33908,,WIDNR,MI,WI,WM,1502,,Sheboygan Harbor Deland Park  Boat Ramp Ops  Site,,,2004,4,14,u,BNT,SC,2003,y,,,,,,,,203,1324,1,I21-SC-D-2003-SC-SC-SC-SC-BR-BR,,17255,
33909,,WIDNR,MI,WI,WM,1502,,Sheboygan Harbor Coast Guard Station Ops  Site,,,2004,10,19,u,BNT,WR,2004,ff,,,,,,,,178,724,1,,,11200,
33910,,WIDNR,MI,WI,WM,1502,,Sheboygan Harbor Coast Guard Station Ops  Site,,,2004,10,14,u,BNT,WR,2004,ff,,,,,,,,178,724,1,,,8000,
33911,,WIDNR,MI,WI,WM,1502,,Sheboygan Harbor Coast Guard Station Ops  Site,,,2004,10,13,u,BNT,WR,2004,ff,,,,,,,,178,814,1,,,9000,
33912,,WIDNR,MI,WI,WM,1502,,Sheboygan Harbor Coast Guard Station Ops  Site,,,2004,10,12,u,BNT,WR,2004,ff,,,,,,,,178,769,1,,,8500,
35268,,MIDNR,HU,MI,MH2,709,,"Lake Huron, Rockport",,,2004,3,29,u,BNT,WR,2003,y,,,,,,,,179,804,99,P-BNT-WR-D-02-OD,,13333,State Plant
35269,,MIDNR,HU,MI,MH2,709,,"Lake Huron, Rockport",,,2004,3,29,u,BNT,WR,2003,y,,,,,,,,179,804,99,P-BNT-WR-D-02-OD,,13334,State Plant
35270,,MIDNR,HU,MI,MH2,709,,"Lake Huron, Rockport",,,2004,3,29,u,BNT,WR,2003,y,,,,,,,,179,804,99,P-BNT-WR-D-02-OD,,13333,State Plant
35271,,MIDNR,HU,MI,MH1,607,,"Lake Huron, Rogers City",,,2004,4,5,u,BNT,WR,2003,y,,,,,,,,181,793,99,P-BNT-WR-D-02-OD,,12000,State Plant
35272,,MIDNR,HU,MI,MH1,607,,"Lake Huron, Rogers City",,,2004,4,5,u,BNT,WR,2003,y,,,,,,,,181,1190,99,P-BNT-WR-D-02-OD,,18000,State Plant
35293,,MIDNR,HU,MI,MH4,1408,,"East Br Augres River, Carpenter Rd.",,,2004,5,3,u,BNT,WR,2003,y,,,,,,,,180,794,99,P-BNT-WR-D-02-OD-HA,,10000,State Plant
35294,,MIDNR,HU,MI,MH4,1309,,"Lake Huron, Tawas Point",,,2004,5,3,u,BNT,WR,2003,y,,,,,,,,182,840,99,P-BNT-WR-D-02-OD,,12500,State Plant
35295,,MIDNR,HU,MI,MH4,1309,,"Lake Huron, Tawas Point",,,2004,5,3,u,BNT,WR,2003,y,,,,,,,,182,840,99,P-BNT-WR-D-02-OD,,12500,State Plant
35296,,MIDNR,HU,MI,MH6,1814,,"Lake Huron, Port Sanilac",,,2004,5,4,u,BNT,WR,2003,y,,,,,,,,179,316,99,P-BNT-WR-D-02-OD-HA,,4000,State Plant
35297,,MIDNR,HU,MI,MH6,1915,,"Lake Huron, Lexington Harbor",,,2004,5,4,u,BNT,WR,2003,y,,,,,,,,179,315,99,P-BNT-WR-D-02-OD-HA,,4000,State Plant
35298,,MIDNR,HU,MI,MH6,1814,,"Lake Huron, Port Sanilac",,,2004,5,4,u,BNT,WR,2003,y,,,,,,,,179,866,99,P-BNT-WR-D-02-OD-HA,,11000,State Plant
35299,,MIDNR,HU,MI,MH6,1915,,"Lake Huron, Lexington Harbor",,,2004,5,4,u,BNT,WR,2003,y,,,,,,,,179,866,99,P-BNT-WR-D-02-OD-HA,,11000,State Plant
35300,,MIDNR,HU,MI,MH5,1514,,"Lake Huron, Harbor Beach, Det.Ed Truck",,,2004,5,5,u,BNT,WR,2003,y,,,,,,,,175,728,99,P-BNT-WR-D-02-OD-HA,,10000,State Plant
35301,,MIDNR,HU,MI,MH5,1514,,"Lake Huron, Harbor Beach, Det.Ed Truck",,,2004,5,5,u,BNT,WR,2003,y,,,,,,,,181,813,99,P-BNT-WR-D-02-OD-HA,,10000,State Plant
35302,,MIDNR,HU,MI,MH5,1514,,"Lake Huron, Harbor Beach, Det.Ed Truck",,,2004,5,5,u,BNT,WR,2003,y,,,,,,,,181,813,99,P-BNT-WR-D-02-OD-HA,,10000,State Plant
35303,,MIDNR,HU,MI,MH4,1412,,"Lake Huron, Grindstone City",,,2004,5,6,u,BNT,WR,2003,y,,,,,,,,176,299,99,P-BNT-WR-D-02-OD-HA,,4000,State Plant
35304,,MIDNR,HU,MI,MH4,1411,,"Lake Huron, Port Austin",,,2004,5,6,u,BNT,WR,2003,y,,,,,,,,176,299,99,P-BNT-WR-D-02-OD-HA,,4000,State Plant
35305,,MIDNR,HU,MI,MH4,1412,,"Lake Huron, Grindstone City",,,2004,5,6,u,BNT,WR,2003,y,,,,,,,,176,820,99,P-BNT-WR-D-02-OD-HA,,11000,State Plant
35306,,MIDNR,HU,MI,MH4,1411,,"Lake Huron, Port Austin",,,2004,5,6,u,BNT,WR,2003,y,,,,,,,,176,821,99,P-BNT-WR-D-02-OD-HA,,11000,State Plant
35308,,MIDNR,HU,MI,MH4,1309,,"Lake Huron, Tawas Point",,,2004,5,11,u,BNT,WR,2003,y,,,,,,,,181,832,99,P-BNT-WR-D-02-OD,,11984,State Plant
35309,,MIDNR,HU,MI,MH4,1309,,"Lake Huron, Tawas Point",,,2004,5,11,u,BNT,WR,2003,y,,,,,,,,181,869,99,P-BNT-WR-D-02-OD,,13016,State Plant
35360,,MIDNR,MI,MI,MM4,815,,"Lake Michigan, W Gd Traverse Bay-Bowers Harb",,,2004,3,15,u,BNT,WR,2003,y,,,,,,,,164,851,99,P-BNT-WR-D-02-OD-HA,,15150,State Plant
35361,,MIDNR,MI,MI,MM4,815,,"Lake Michigan, W Gd Traverse Bay-Bowers Harb",,,2004,3,15,u,BNT,WR,2003,y,,,,,,,,164,590,99,P-BNT-WR-D-02-OD-HA,,10050,State Plant
35362,,MIDNR,MI,MI,MM4,916,,"Lake Michigan, E Gd Traverse Bay-Deepwater Pt",,,2004,3,15,u,BNT,WR,2003,y,,,,,,,,164,286,99,P-BNT-WR-D-02-OD-HA,,5100,State Plant
35364,,MIDNR,MI,MI,WM,703,,"Menominee River, Yacht Harbor",,,2004,3,16,u,BNT,SEE,2003,y,,,,,,,,153,735,99,P-BNT-SE-D-02-KE-CN-TH,,18600,State Plant
35365,,MIDNR,MI,MI,MM4,916,,"Lake Michigan, E Gd Traverse Bay-Deepwater Pt",,,2004,3,16,u,BNT,WR,2003,y,,,,,,,,164,517,99,P-BNT-WR-D-02-OD-HA,,9200,State Plant
35366,,MIDNR,MI,MI,MM4,916,,"Lake Michigan, E Gd Traverse Bay-Deepwater Pt",,,2004,3,16,u,BNT,WR,2003,y,,,,,,,,164,899,99,P-BNT-WR-D-02-OD-HA,,16000,State Plant
35367,,MIDNR,MI,MI,MM7,1810,,"Muskegon River, Henning Park",,,2004,3,16,u,BNT,WR,2003,y,,,,,,,,164,562,99,P-BNT-WR-D-02-OD-HA,,10000,State Plant
35368,,MIDNR,MI,MI,MM5,1011,,"Betsie River, Coast Guard Station",,,2004,3,16,u,BNT,WR,2003,y,,,,,,,,164,848,99,P-BNT-WR-D-02-OD-HA,,15100,State Plant
35370,,MIDNR,MI,MI,MM1,504,,"Cedar River, Ruleaus Dock",,,2004,3,17,u,BNT,SEE,2003,y,,,,,,,,150,729,99,P-BNT-SE-D-02-KE-CN-TH,,18600,State Plant
35373,,MIDNR,MI,MI,MM1,306,,"Lake Michigan, L B Denoc-Escr Wells Pas",,,2004,3,23,u,BNT,SEE,2003,y,,,,,,,,149,874,99,P-BNT-SE-D-02-KE-CN-TH,,23250,State Plant
35376,,MIDNR,MI,MI,MM6,1410,,"Lake Michigan, Coast Guard Station",,,2004,3,29,u,BNT,WR,2003,y,,,,,,,,166,745,99,P-BNT-WR-D-02-OD-HA,,12000,State Plant
35377,,MIDNR,MI,MI,MM6,1410,,"Lake Michigan, Coast Guard Station",,,2004,3,29,u,BNT,WR,2003,y,,,,,,,,166,373,99,P-BNT-WR-D-02-OD-HA,,6000,State Plant
35378,,MIDNR,MI,MI,MM7,1710,,"White Lake Channel, Montague",,,2004,3,29,u,BNT,WR,2003,y,,,,,,,,166,373,99,P-BNT-WR-D-02-OD-HA,,6000,State Plant
35379,,MIDNR,MI,MI,MM7,1710,,"White Lake Channel, Montague",,,2004,3,29,u,BNT,WR,2003,y,,,,,,,,166,807,99,P-BNT-WR-D-02-OD-HA,,13000,State Plant
35380,,MIDNR,MI,MI,MM4,916,,"Lake Michigan, E Gd Traverse Bay-Deepwater Pt",,,2004,3,30,u,BNT,WR,2003,y,,,,,,,,163,927,99,P-BNT-WR-D-02-OD,,15150,State Plant
35381,,MIDNR,MI,MI,MM7,1810,,"Muskegon Lake Outlet, Muskegon Lake Outlet",,,2004,3,30,u,BNT,WR,2003,y,,,,,,,,166,901,99,P-BNT-WR-D-02-OD-HA,,14500,State Plant
35382,,MIDNR,MI,MI,MM7,1810,,"Muskegon Lake Outlet, Muskegon Lake Outlet",,,2004,3,30,u,BNT,WR,2003,y,,,,,,,,166,280,99,P-BNT-WR-D-02-OD-HA,,4500,State Plant
35383,,MIDNR,MI,MI,MM4,916,,"Lake Michigan, E Gd Traverse Bay-Deepwater Pt",,,2004,3,30,u,BNT,WR,2003,y,,,,,,,,174,899,99,P-BNT-WR-D-02-OD,,15150,State Plant
35386,,MIDNR,MI,MI,MM6,1111,,"Portage Lake, Portage Lake P.A.S.",,,2004,4,1,u,BNT,WR,2003,y,,,,,,,,183,1024,99,P-BNT-WR-D-02-OD,,15000,State Plant
35387,,MIDNR,MI,MI,MM4,915,,"Lake Michigan, Greilickville-Brewery Creek",,,2004,4,1,u,BNT,WR,2003,y,,,,,,,,183,854,99,P-BNT-WR-D-02-OD,,12500,State Plant
35388,,MIDNR,MI,MI,MM4,915,,"Lake Michigan, Greilickville-Brewery Creek",,,2004,4,1,u,BNT,WR,2003,y,,,,,,,,183,854,99,P-BNT-WR-D-02-OD,,12500,State Plant
35389,,MIDNR,MI,MI,MM6,1211,,"Manistee River, River Street",,,2004,4,5,u,BNT,SEE,2003,y,,,,,,,,126,374,99,P-BNT-SE-D-02-OD-HA,,15500,State Plant
35390,,MIDNR,MI,MI,MM6,1510,,"Pentwater River, Pentwater Channel",,,2004,4,5,u,BNT,SEE,2003,y,,,,,,,,136,580,99,P-BNT-SE-D-02-OD-HA,,19600,State Plant
35391,,MIDNR,MI,MI,MM3,519,,"Lake Michigan, L Traverse Bay-Harbor Spring",,,2004,4,5,u,BNT,WR,2003,y,,,,,,,,181,991,99,P-BNT-WR-D-02-OD,,15000,State Plant
35392,,MIDNR,MI,MI,MM8,2509,,"Saint Joseph River, South Pier",,,2004,4,6,u,BNT,SEE,2003,y,,,,,,,,129,490,99,P-BNT-SE-D-02-OD-HA,,19600,State Plant
35399,,MIDNR,MI,MI,MM8,2708,,"Galien River, Red Arrow Hwy",,,2004,4,6,u,BNT,SEE,2003,y,,,,,,,,129,490,99,P-BNT-SE-D-02-OD-HA,,19600,State Plant
35400,,MIDNR,MI,MI,MM8,2111,,"Macatawa River, Holland",,,2004,4,6,u,BNT,SEE,2003,y,,,,,,,,129,355,99,P-BNT-SE-D-02-OD-HA,,14200,State Plant
35401,,MIDNR,MI,MI,MM8,2111,,"Macatawa River, Holland",,,2004,4,6,u,BNT,SEE,2003,y,,,,,,,,129,268,99,P-BNT-SE-D-02-OD-HA,,10700,State Plant
35405,,MIDNR,MI,MI,MM8,2211,,"Kalamazoo River, Saugatuck",,,2004,4,14,u,BNT,SEE,2003,y,,,,,,,,130,508,99,P-BNT-SE-D-02-OD-HA,,19600,State Plant
35410,,MIDNR,MI,MI,MM7,1911,,"Grand River, City Marina",,,2004,4,19,u,BNT,SEE,2003,y,,,,,,,,131,396,99,P-BNT-SE-D-02-OD-HA,,15000,State Plant
35411,,MIDNR,MI,MI,MM8,2311,,"Black River (South Haven), South Haven",,,2004,4,19,u,BNT,SEE,2003,y,,,,,,,,131,501,99,P-BNT-SE-D-02-OD-HA,,19000,State Plant
35418,,MIDNR,MI,MI,MM2,211,,"Thompson Creek, Thompson Creek",,,2004,4,19,u,BNT,SEE,2003,y,,,,,,,,172,568,99,P-BNT-SE-D-02-KE-CN-TH,,10000,State Plant
35440,,MIDNR,MI,MI,MM5,1011,,"Betsie River, River Rd.",,,2004,4,23,u,BNT,SEE,2003,y,,,,,,,,169,158,99,P-BNT-SE-D-02-KE-CN-TH,,3000,State Plant
35442,,MIDNR,MI,MI,MM4,816,,"Elk River, Elk River",,,2004,4,28,u,BNT,SEE,2003,y,,,,,,,,167,798,99,P-BNT-SE-D-02-KE-CN-TH,,15000,State Plant
35491,,MIDNR,SC,MI,SC_MI,305,,"Black River, Pas",,,2004,4,26,u,BNT,GIL,2003,y,,,,,,,,123,454,99,P-BNT-GC-D-02-OD-HA,,20000,State Plant
35501,,MIDNR,SU,MI,MS4,1529,,"Dead River, Dead River",,,2004,4,28,u,BNT,WR,2003,y,,,,,,,,179,640,99,P-BNT-WR-D-02-OD,,10050,State Plant
35502,,MIDNR,SU,MI,MS4,1529,,"Dead River, Dead River",,,2004,4,28,u,BNT,WR,2003,y,,,,,,,,179,640,99,P-BNT-WR-D-02-OD,,10050,State Plant
35503,,MIDNR,SU,MI,MS2,1318,,"Firesteel River, Firesteel River",,,2004,4,28,u,BNT,SEE,2003,y,,,,,,,,167,532,99,P-BNT-SE-D-02-KE-CN-TH,,10000,State Plant
35504,,MIDNR,SU,MI,MS4,1632,,"Au Train River, Old M-28",,,2004,4,30,u,BNT,SEE,2003,y,,,,,,,,170,1397,99,P-BNT-SE-D-02-KE-CN-TH,,25000,State Plant
35505,,MIDNR,SU,MI,MS4,1632,,"Au Train River, Old M-28",,,2004,4,30,u,BNT,SEE,2003,y,,,,,,,,171,568,99,P-BNT-SE-D-02-KE-CN-TH,,10000,State Plant
