Number of Records Retrieved: 685
STOCKING_EVENT_RECORD_NUM,TAG_ID_1,TAG_TYPE_CODE_1,TAG_TYPE_DESCRIPTION_1,TAG_POSITION_CODE_1,TAG_POSITION_DESCRIPTION_1,TAG_ORIGIN_CODE_1,TAG_ORIGIN_DESCRIPTION_1,TAG_COLOUR_CODE_1,TAG_COLOUR_DESCRIPTION_1,SERIES1_START_NUMBER_1,SERIES1_END_NUMBER_1,SERIES2_START_NUMBER_1,SERIES2_END_NUMBER_1,SERIES3_START_NUMBER_1,SERIES3_END_NUMBER_1,RETENTION_RATE_PCT_1,RETENTION_RATE_SAMPLE_SIZE_1,RETENTION_RATE_POP_SIZE_1,COMMENTS_1,TAG_ID_2,TAG_TYPE_CODE_2,TAG_TYPE_DESCRIPTION_2,TAG_POSITION_CODE_2,TAG_POSITION_DESCRIPTION_2,TAG_ORIGIN_CODE_2,TAG_ORIGIN_DESCRIPTION_2,TAG_COLOUR_CODE_2,TAG_COLOUR_DESCRIPTION_2,SERIES1_START_NUMBER_2,SERIES1_END_NUMBER_2,SERIES2_START_NUMBER_2,SERIES2_END_NUMBER_2,SERIES3_START_NUMBER_2,SERIES3_END_NUMBER_2,RETENTION_RATE_PCT_2,RETENTION_RATE_SAMPLE_SIZE_2,RETENTION_RATE_POP_SIZE_2,COMMENTS_2,TAG_ID_3,TAG_TYPE_CODE_3,TAG_TYPE_DESCRIPTION_3,TAG_POSITION_CODE_3,TAG_POSITION_DESCRIPTION_3,TAG_ORIGIN_CODE_3,TAG_ORIGIN_DESCRIPTION_3,TAG_COLOUR_CODE_3,TAG_COLOUR_DESCRIPTION_3,SERIES1_START_NUMBER_3,SERIES1_END_NUMBER_3,SERIES2_START_NUMBER_3,SERIES2_END_NUMBER_3,SERIES3_START_NUMBER_3,SERIES3_END_NUMBER_3,RETENTION_RATE_PCT_3,RETENTION_RATE_SAMPLE_SIZE_3,RETENTION_RATE_POP_SIZE_3,COMMENTS_3,TAG_ID_4,TAG_TYPE_CODE_4,TAG_TYPE_DESCRIPTION_4,TAG_POSITION_CODE_4,TAG_POSITION_DESCRIPTION_4,TAG_ORIGIN_CODE_4,TAG_ORIGIN_DESCRIPTION_4,TAG_COLOUR_CODE_4,TAG_COLOUR_DESCRIPTION_4,SERIES1_START_NUMBER_4,SERIES1_END_NUMBER_4,SERIES2_START_NUMBER_4,SERIES2_END_NUMBER_4,SERIES3_START_NUMBER_4,SERIES3_END_NUMBER_4,RETENTION_RATE_PCT_4,RETENTION_RATE_SAMPLE_SIZE_4,RETENTION_RATE_POP_SIZE_4,COMMENTS_4,TAG_ID_5,TAG_TYPE_CODE_5,TAG_TYPE_DESCRIPTION_5,TAG_POSITION_CODE_5,TAG_POSITION_DESCRIPTION_5,TAG_ORIGIN_CODE_5,TAG_ORIGIN_DESCRIPTION_5,TAG_COLOUR_CODE_5,TAG_COLOUR_DESCRIPTION_5,SERIES1_START_NUMBER_5,SERIES1_END_NUMBER_5,SERIES2_START_NUMBER_5,SERIES2_END_NUMBER_5,SERIES3_START_NUMBER_5,SERIES3_END_NUMBER_5,RETENTION_RATE_PCT_5,RETENTION_RATE_SAMPLE_SIZE_5,RETENTION_RATE_POP_SIZE_5,COMMENTS_5
"44900","66293","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43480","63500","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","BLK","Black",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43063","62628","2","Tubular Vinyl","5","Flesh of Back","MNR","Ontario Ministry of Natural Resources","OTH","Other","2000","2046",,,,,"0","0","0",,"62629","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","NON","Colourless",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23563","14664","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630276","630276",,,,,"94.5","237","11123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23582","14686","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630282","630282",,,,,"73.7","312","11240",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"20490","7027","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630263","630263","630264","630264",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25626","18849","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630361","630362",,,,,"90.2","264","44449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6959","145","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635655","635659",,,,,"89.8","517","51212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6961","147","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635650","635654",,,,,"96.6","556","51219",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6941","163","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635660","635663","635904","999999",,,"78.9","350","11124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6953","197","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635660","635663","635904","999999",,,"80.2","434","10449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6971","209","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630112","999999",,,,,"97.4","0","9274",,"210","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630113","999999",,,,,"96.5","0","10871",,"211","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630114","999999",,,,,"89.6","0","11503",,"212","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630115","999999",,,,,"94.8","0","9488",,"213","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630116","999999",,,,,"98.8","0","8865",
"6973","219","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630112","999999",,,,,"97.4","0","9274",,"220","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630113","999999",,,,,"96.5","0","10871",,"221","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630114","999999",,,,,"89.6","0","11503",,"222","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630115","999999",,,,,"94.8","0","9488",,"223","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630116","999999",,,,,"98.8","0","8865",
"6977","239","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630112","999999",,,,,"97.4","0","9274",,"240","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630113","999999",,,,,"96.5","0","10871",,"241","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630114","999999",,,,,"89.6","0","11503",,"242","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630115","999999",,,,,"94.8","0","9488",,"243","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630116","999999",,,,,"98.8","0","8865",
"8846","261","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630146","999999",,,,,"96.2","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8852","264","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630146","999999",,,,,"96.2","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9803","282","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630149","999999",,,,,"90.3","196","29040",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"12687","335","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630157","630157",,,,,"99.9","358","358",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"13612","360","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630179","630179","630181","630181","630182","630182","97.3","146","29748",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18878","3061","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630238","630238",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19737","5504","6","Coded Wire","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","19033","19033",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"29836","30663","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630430","630430",,,,,"94.8","115","11255",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44897","66290","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"46838","71248","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","BLK","Black",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43496","63516","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","BLK","Black",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"27534","24844","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630391","630391",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23219","13083","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630297","630298",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"23080","12790","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630295","630296",,,,,"99","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"21990","10752","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630269","630273",,,,,"88.6","342","56932",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6043","134","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630123","999999","630124","999999",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6949","186","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635649","999999",,,,,"96.9","396","10000",,"187","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635648","999999",,,,,"97.5","404","10000",,"188","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635647","999999",,,,,"98.5","469","10000",,"189","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635646","999999",,,,,"97.5","447","10000",,"190","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635645","999999",,,,,"97.8","464","10000",
"6952","196","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","635660","635663","635904","999999",,,"80.2","434","10449",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"25705","19009","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630376","630380",,,,,"94.2","380","55870",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"8875","269","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630147","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"16933","397","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630219","999999","630218","999999",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"17173","413","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630207","630207","630208","630208",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"18872","3055","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630239","630239",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19738","5505","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","00157","00157",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"19745","5512","6","Coded Wire","10","Operculum","MNR","Ontario Ministry of Natural Resources","UNK","Unknown","02187","02664",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"43499","63520","P","PIT - Passive Integrated Transponde","4","Abdominal Insertion","MNR","Ontario Ministry of Natural Resources","BLK","Black",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"44956","66387","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","UNK","Unknown",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1266","67","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630135","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1289","71","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630122","999999","630125","999999",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1296","74","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630122","999999","630125","999999",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1499","125","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630128","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1507","85","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630143","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2412","92","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","OTH","Other",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2413","93","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","OTH","Other",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2414","94","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","OTH","Other",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2417","97","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","OTH","Other",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2418","98","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","OTH","Other",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2419","99","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","OTH","Other",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1836","90","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","BLU","Blue","1026","1395",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1700","87","2","Tubular Vinyl","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1701","88","2","Tubular Vinyl","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1702","89","2","Tubular Vinyl","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4032","101","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630138","999999","630139","999999","630140","999999","92","210","38573",,"102","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630141","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4036","103","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630133","999999","630136","999999","630137","999999","84","191","30197",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4041","104","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630142","999999",,,,,"94","249","5087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4045","105","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630130","999999","630131","999999","630132","999999","89","177","31739",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4069","106","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630120","999999",,,,,"94.5","199","10069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4072","107","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630119","999999",,,,,"99.4","329","10116",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4087","108","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","430233","999999",,,,,"89.1","201","47916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4088","109","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","430233","999999",,,,,"89.1","201","47916",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4118","110","2","Tubular Vinyl","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4119","111","2","Tubular Vinyl","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4120","112","2","Tubular Vinyl","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4121","113","2","Tubular Vinyl","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4122","114","2","Tubular Vinyl","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4123","115","2","Tubular Vinyl","1","Anterior Dorsal Fin","MNR","Ontario Ministry of Natural Resources","ORA","Orange",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4159","204","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630112","999999",,,,,"97.4","0","9274",,"205","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630113","999999",,,,,"96.5","0","10871",,"206","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630114","999999",,,,,"89.6","0","11503",,"207","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630115","999999",,,,,"94.8","0","9488",,"208","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630116","999999",,,,,"98.8","0","8865",
"1508","86","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630129","999999",,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"4355","116","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630118","630118",,,,,"97.2","324","10119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1293","73","6","Coded Wire","7","Snout","MNR","Ontario Ministry of Natural Resources","NON","Colourless","630122","999999","630125","999999",,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5059","117","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","BLU","Blue",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"5060","118","2","Tubular Vinyl","3","Posterior Dorsal Fins","MNR","Ontario Ministry of Natural Resources","BLU","Blue",,,,,,,"0","0","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
